id,strLocation,latitude,longitude,city,state,zip
10140-99707,"Rosecrans & Shoemaker, Norwalk",33.902658,-118.054996,Norwalk,CA,90650
2989-93580,"Pioneer & Artesia, Artesia",33.874593,-118.08199,Artesia,CA,90701
29347-214906,Los Cerritos Center,33.861193,-118.093434,Cerritos,CA,90703
76330-95469,Target Manhattan Beach T-199,33.888347,-118.394646,Manhattan Beach,CA,90266
542-486,Manhattan Beach & Highland,33.885188,-118.409891,Manhattan Beach,CA,90266
5546-1686,Artesia & Flagler - Redondo Bch.,33.872474,-118.378571,Redondo Beach,CA,90278
74685-96540,Vons-Hermosa Beach #2110,33.864937,-118.394035,Hermosa Beach,CA,90254
5821-5506,"Hermosa & 13th, Hermosa Beach",33.863055,-118.40041,Hermosa Beach,CA,90254
5201-291,PCH & Aviation,33.863442,-118.392177,Hermosa Beach,CA,90254
5720-5663,190th & Anza,33.85776,-118.36518,Torrance,CA,90503
5955-37559,"Gridley & South, Cerritos",33.858789,-118.090567,Cerritos,CA,90703
8163-154016,Target Cerritos West T-1305,33.85847,-118.087982,Cerritos,CA,90703
578-300,Town Center Dr & Bloomfield,33.871018,-118.059537,Cerritos,CA,90703
8708-278787,Pioneer & Del Amo,33.846203,-118.084478,Lakewood,CA,90715
74923-102348,Vons - Lakewood #1638,33.835137,-118.115422,Lakewood,CA,90713
6656-71400,"Crenshaw & Sepulveda, Torrance",33.823617,-118.328233,Torrance,CA,90501
75867-86520,Marriott Torrance,33.835783,-118.349965,Torrance,CA,90503
10819-102571,Del Amo Fash Center-L2 East Wing,33.833111,-118.347868,Torrance,CA,90503
656-219067,Del Amo FashCtr-Level 2/Macys Court,33.832391,-118.349466,Torrance,CA,90503
56505-290153,Macys Del Amo Fashion Center,33.832626,-118.350449,Torrance,CA,90503
5714-7927,Torrance & Hawthorne,33.837151,-118.355389,Torrance,CA,90503
29628-254251,Target Torrance T-0200,33.825128,-118.345761,Torrance,CA,90505
6802-81661,"Sepulveda & Anza, Torrance",33.826382,-118.359562,Torrance,CA,90505
74511-25707,Vons-Torrance #3517,33.804343,-118.328051,Torrance,CA,90505
524-468,Torrance Crossroads,33.804398,-118.33023,Torrance,CA,90505
5551-1764,Pacific Coast Hwy. & Hawthorne,33.805165,-118.350737,Torrance,CA,90505
5617-1916,Pacific Coast Hwy & Diamond St.,33.845363,-118.387054,Redondo Beach,CA,90277
583-232,Riviera Village (Redondo Beach),33.818525,-118.385653,Redondo Beach,CA,90277
5246-316,Pacific Plaza (PCH/Calle Mayor),33.812606,-118.367621,Torrance,CA,90505
49422-266067,PCH & Anza Ave,33.807253,-118.357684,Torrance,CA,90505
5819-21121,Promenade on the Peninsula,33.771344,-118.373032,Rolling Hills,CA,90274
518-462,Silver Spur & Hawthorne,33.774817,-118.376031,Rolling Hills Estates,CA,90274
74241-25927,Vons-Rolling Hills Estates #2233,33.775571,-118.377767,Rolling Hills Estates,CA,90274
6849-79123,"Crenshaw & Airport, Torrance",33.793652,-118.330085,Torrance,CA,90505
5843-27328,"Palos Verdes & Western, Harbor City",33.779298,-118.309145,Harbor City,CA,90710
26327-243809,PCH & Western,33.789301,-118.308671,Lomita,CA,90717
6431-37099,"Western & Westmont, San Pedro",33.763238,-118.310973,San Pedro,CA,90732
50223-271664,Albertsons - San Pedro #699,33.764909,-118.30999,SAN PEDRO,CA,90732
17631-171184,Ralphs-Palos Verdes #720,33.760462,-118.394708,Rancho Palos Verdes,CA,90275
47274-257045,Ralphs San Pedro #87,33.753325,-118.308908,San Pedro,CA,90732
76985-136849,Target San Pedro T-2470,33.760448,-118.293303,San Pedro,CA,90731
6926-88400,Palos Verdes Dr. West & Hawthorne,33.748822,-118.407148,Rancho Palos Verdes,CA,90275
11868-105618,"Gaffey & 5th, San Pedro",33.739891,-118.292107,San Pedro,CA,90731
5694-5504,Western & 25th,33.72334,-118.312054,San Pedro,CA,90732
28906-250267,Gaffey & 9th,33.736216,-118.292145,San Pedro,CA,90731
74609-90934,Vons-San Pedro #2162,33.721737,-118.30995,San Pedro,CA,90732
79519-103403,Vons - San Pedro #2283,33.7365,-118.2879,San Pedro,CA,90731
9327-96152,Valley View & Alondra,33.88773,-118.029256,Santa Fe Springs,CA,90670
53769-280825,"RALPHS - CERRITOS, CA #83",33.860072,-118.047406,Cerritos,CA,90703
24585-235445,Target Cerritos T-289,33.847133,-118.063335,Cerritos,CA,90703
20390-205006,Carson & Norwalk,33.831719,-118.074094,Hawaiian Gardens,CA,90716
5578-1516,Carson & Long Beach Towne Center Dr,33.829539,-118.086501,Long Beach,CA,90808
22821-224705,Spring & Palo Verde,33.810184,-118.105527,Long Beach,CA,90815
74605-79833,Pavilions-Long Beach #2203,33.810738,-118.115715,Long Beach,CA,90808
79747-136393,Von's - Long Beach #2280,33.759776,-118.147131,Long Beach,CA,90803
579-301,2nd & Covina,33.759984,-118.133684,Long Beach,CA,90803
29755-254260,Target Long Beach T-0195,33.798045,-118.125189,Long Beach,CA,90815
17553-164224,Bellflower & Stearns,33.796022,-118.124864,Long Beach,CA,90815
6865-84720,Stearns & Palo Verde,33.79586,-118.10801,Long Beach,CA,90815
75370-102971,CSU Long Beach - Dining Plaza,33.780718,-118.114101,Long Beach,CA,90840
75377-103561,CSU long beach/long beach Library,33.777119,-118.114751,Long Beach,CA,90840
10138-99888,7th & Park,33.775185,-118.137605,Long Beach,CA,90804
29629-254259,Target Express - Long Beach T-3225,33.774349,-118.11958,Long Beach,CA,90803
21821-215006,Ralph's - Long Beach #178,33.760978,-118.116026,Long Beach,CA,90803
5255-289,PCH & Marina Pacifica Mall,33.75973,-118.114645,Long Beach,CA,90803
